brand,model_name,variant,price_inr,price_on_road_chennai,mileage_value,mileage_unit,tank_capacity_l,service_cost_per_year_avg,engine_cc_num,power_bhp,torque_nm,top_speed,ground_clearance_mm,boot_space_l,sunroof_yes,cruise_control_yes,adas_level_num,airbags_num,body_type,fuel_type,mileage,tank_capacity,service_cost_per_year,engine_cc,power,torque,transmission_type,drive_type,ground_clearance,seating_capacity,sunroof_moonroof,cruise_control,airbags,adas_levels,boot_space
Kia,Carens Clavis,HTE Petrol MT,1099000,₹10.99 Lakh,15.34,kmpl,45.0,3703.5,1497.0,113.99,144.0,170 kmph,195.0,,0.0,0.0,0,4,Compact MUV,Petrol,15.34 kmpl,45 litres,"₹3,367 - ₹4,040",1497 cc,113.99 bhp @ 6300 rpm,144 Nm @ 4500 rpm,6-Speed Manual,FWD,195 mm,7-seater,No,No,"4 (Dual Front, Side Front)",Not Available,
Kia,Carens Clavis,HTK Petrol MT,1242000,₹12.42 Lakh,15.34,kmpl,45.0,3703.5,1497.0,113.99,144.0,170 kmph,195.0,,0.0,1.0,0,6,Compact MUV,Petrol,15.34 kmpl,45 litres,"₹3,367 - ₹4,040",1497 cc,113.99 bhp @ 6300 rpm,144 Nm @ 4500 rpm,6-Speed Manual,FWD,195 mm,7-seater,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Kia,Carens Clavis,HTE Diesel MT,1299000,₹12.99 Lakh,19.54,kmpl,45.0,4210.5,1493.0,114.41,250.0,174 kmph,195.0,,0.0,0.0,0,4,Compact MUV,Diesel,19.54 kmpl,45 litres,"₹3,854 - ₹4,567",1493 cc,114.41 bhp @ 4000 rpm,250 Nm @ 1500-2750 rpm,6-Speed Manual,FWD,195 mm,7-seater,No,No,"4 (Dual Front, Side Front)",Not Available,
Kia,Carens Clavis,HTK Diesel MT,1442000,₹14.42 Lakh,19.54,kmpl,45.0,4210.5,1493.0,114.41,250.0,174 kmph,195.0,,0.0,1.0,0,6,Compact MUV,Diesel,19.54 kmpl,45 litres,"₹3,854 - ₹4,567",1493 cc,114.41 bhp @ 4000 rpm,250 Nm @ 1500-2750 rpm,6-Speed Manual,FWD,195 mm,7-seater,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Kia,Carens Clavis,HTK CNG MT,1350000,₹13.50 Lakh,19.3,km/kg,45.0,3703.5,1497.0,113.99,144.0,165 kmph,195.0,,0.0,1.0,0,6,Compact MUV,CNG,19.3 km/kg,45 litres,"₹3,367 - ₹4,040",1497 cc,113.99 bhp @ 6300 rpm,144 Nm @ 4500 rpm,6-Speed Manual,FWD,195 mm,7-seater,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Kia,Carens Clavis,HTK Plus CNG MT,1485000,₹14.85 Lakh,19.3,km/kg,45.0,3703.5,1497.0,113.99,144.0,165 kmph,195.0,,0.0,1.0,0,6,Compact MUV,CNG,19.3 km/kg,45 litres,"₹3,367 - ₹4,040",1497 cc,113.99 bhp @ 6300 rpm,144 Nm @ 4500 rpm,6-Speed Manual,FWD,195 mm,7-seater,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Fortuner,4X2 AT 2.7 Petrol,4367000,₹43.67 Lakh,12.0,kmpl,80.0,6344.0,2694.0,163.0,304.0,190 kmph,220.0,,0.0,1.0,2,7,Large SUV,Petrol,12 kmpl,80 litres,"₹6,344 (avg per 5 years)",2694 cc,163 bhp @ 5200 rpm,304 Nm @ 3800 rpm,6-Speed Automatic (Torque Converter),FWD (2WD),220 mm,7-seater,No,Yes,"7 (Dual Front, Side Front, Side Rear, Curtain)",Level 2 ADAS (available on select variants),
Toyota,Fortuner,4X2 MT 2.8 Diesel,4449000,₹44.49 Lakh,13.1,kmpl,80.0,6344.0,2755.0,201.0,500.0,190 kmph,220.0,,0.0,1.0,0,7,Large SUV,Diesel,13.1 kmpl,80 litres,"₹6,344 (avg per 5 years)",2755 cc,201 bhp @ 3000-3420 rpm,500 Nm @ 1620-2820 rpm,6-Speed Manual,FWD (2WD),220 mm,7-seater,No,Yes,"7 (Dual Front, Side Front, Side Rear, Curtain)",Not Available,
Toyota,Fortuner,4X2 AT 2.8 Diesel,4721000,₹47.21 Lakh,14.4,kmpl,80.0,6344.0,2755.0,201.0,500.0,190 kmph,220.0,,0.0,1.0,2,7,Large SUV,Diesel,14.4 kmpl,80 litres,"₹6,344 (avg per 5 years)",2755 cc,201 bhp @ 3000-3420 rpm,500 Nm @ 1620-2820 rpm,6-Speed Automatic (Torque Converter),FWD (2WD),220 mm,7-seater,No,Yes,"7 (Dual Front, Side Front, Side Rear, Curtain)",Level 2 ADAS (available),
Toyota,Fortuner,4X4 AT 2.8 Diesel,5104000,₹51.04 Lakh,13.6,kmpl,80.0,6344.0,2755.0,201.0,500.0,190 kmph,220.0,,1.0,1.0,2,7,Large SUV,Diesel,13.6 kmpl,80 litres,"₹6,344 (avg per 5 years)",2755 cc,201 bhp @ 3000-3420 rpm,500 Nm @ 1620-2820 rpm,6-Speed Automatic (Torque Converter),AWD (4WD with auto Limited Slip Differential),220 mm,7-seater,Yes (Panoramic),Yes,"7 (Dual Front, Side Front, Side Rear, Curtain)",Level 2 ADAS (Advanced),
Toyota,Fortuner,4X4 NeoDrive AT 48V Hybrid,5421000,₹54.21 Lakh,15.2,kmpl,80.0,7850.0,2755.0,201.0,500.0,190 kmph,220.0,,1.0,1.0,2,7,Large SUV,Mild Hybrid (Diesel + Electric),15.2 kmpl,80 litres,"₹7,200 - ₹8,500",2755 cc,201 bhp @ 3000-3400 rpm,500 Nm @ 1600-2800 rpm,6-Speed Automatic with Paddle Shift,AWD (4WD),220 mm,7-seater,Yes (Panoramic),Yes,7,Level 2 ADAS (Advanced),
Toyota,Innova Crysta,GX 2.4 Diesel 7-Seater MT,2484000,₹24.84 Lakh,13.1,kmpl,80.0,4900.0,2360.0,150.0,343.0,185 kmph,200.0,,0.0,1.0,0,4,Premium MPV,Diesel,13.1 kmpl,80 litres,"₹4,200 - ₹5,600",2360 cc,150 bhp @ 3400 rpm,343 Nm @ 1400-2400 rpm,6-Speed Manual,FWD,200 mm,7-seater,No,Yes,"4 (Dual Front, Side Front)",Not Available,
Toyota,Innova Crysta,GX 2.4 Diesel 8-Seater MT,2484000,₹24.84 Lakh,13.1,kmpl,80.0,4900.0,2360.0,150.0,343.0,185 kmph,200.0,,0.0,1.0,0,4,Premium MPV,Diesel,13.1 kmpl,80 litres,"₹4,200 - ₹5,600",2360 cc,150 bhp @ 3400 rpm,343 Nm @ 1400-2400 rpm,6-Speed Manual,FWD,200 mm,8-seater,No,Yes,"4 (Dual Front, Side Front)",Not Available,
Toyota,Innova Crysta,VX 2.4 Diesel 7-Seater MT,2795000,₹27.95 Lakh,13.1,kmpl,80.0,4900.0,2360.0,150.0,343.0,185 kmph,200.0,,1.0,1.0,0,6,Premium MPV,Diesel,13.1 kmpl,80 litres,"₹4,200 - ₹5,600",2360 cc,150 bhp @ 3400 rpm,343 Nm @ 1400-2400 rpm,6-Speed Manual,FWD,200 mm,7-seater,Yes (Single Pane),Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Innova Crysta,VX 2.4 Diesel 8-Seater MT,2795000,₹27.95 Lakh,13.1,kmpl,80.0,4900.0,2360.0,150.0,343.0,185 kmph,200.0,,1.0,1.0,0,6,Premium MPV,Diesel,13.1 kmpl,80 litres,"₹4,200 - ₹5,600",2360 cc,150 bhp @ 3400 rpm,343 Nm @ 1400-2400 rpm,6-Speed Manual,FWD,200 mm,8-seater,Yes (Single Pane),Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Innova Crysta,ZX 2.4 Diesel 7-Seater AT,3414000,₹34.14 Lakh,12.4,kmpl,80.0,4900.0,2360.0,150.0,343.0,185 kmph,200.0,,1.0,1.0,2,8,Premium MPV,Diesel,12.4 kmpl,80 litres,"₹4,200 - ₹5,600",2360 cc,150 bhp @ 3400 rpm,343 Nm @ 1400-2400 rpm,6-Speed Automatic,FWD,200 mm,7-seater,Yes (Panoramic),Yes,"8 (Dual Front, Side Front, Side Rear, Curtain)",Level 2 ADAS (available),
Toyota,Urban Cruiser Hyryder,E 2WD Petrol MT,1366000,₹13.66 Lakh,21.11,kmpl,45.0,4000.0,1462.0,102.0,137.0,180 kmph,205.0,,0.0,0.0,0,4,Compact SUV,Petrol,21.11 kmpl,45 litres,"₹3,500 - ₹4,500",1462 cc,102 bhp @ 6000 rpm,137 Nm @ 4400 rpm,5-Speed Manual,FWD,205 mm,5,No,No,"4 (Dual Front, Side Front)",Not Available,
Toyota,Urban Cruiser Hyryder,S 2WD Petrol MT,1519000,₹15.19 Lakh,21.11,kmpl,45.0,4000.0,1462.0,102.0,137.0,180 kmph,205.0,,0.0,1.0,0,6,Compact SUV,Petrol,21.11 kmpl,45 litres,"₹3,500 - ₹4,500",1462 cc,102 bhp @ 6000 rpm,137 Nm @ 4400 rpm,5-Speed Manual,FWD,205 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Urban Cruiser Hyryder,S 2WD Petrol AT,1742000,₹17.42 Lakh,20.58,kmpl,45.0,4000.0,1462.0,102.0,137.0,180 kmph,205.0,,0.0,1.0,0,6,Compact SUV,Petrol,20.58 kmpl,45 litres,"₹3,500 - ₹4,500",1462 cc,102 bhp @ 6000 rpm,137 Nm @ 4400 rpm,6-Speed Automatic (Torque Converter),FWD,205 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Urban Cruiser Hyryder,S 2WD CNG MT,1707000,₹17.07 Lakh,26.6,km/kg,45.0,3700.0,1462.0,87.0,121.5,175 kmph,205.0,,0.0,1.0,0,6,Compact SUV,CNG,26.6 km/kg,45 litres,"₹3,200 - ₹4,200",1462 cc,87 bhp @ 6000 rpm,121.5 Nm @ 3500 rpm,5-Speed Manual,FWD,205 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Urban Cruiser Hyryder,G 2WD Petrol MT,1768000,₹17.68 Lakh,21.11,kmpl,45.0,4000.0,1462.0,102.0,137.0,180 kmph,205.0,,1.0,1.0,0,6,Compact SUV,Petrol,21.11 kmpl,45 litres,"₹3,500 - ₹4,500",1462 cc,102 bhp @ 6000 rpm,137 Nm @ 4400 rpm,5-Speed Manual,FWD,205 mm,5,Yes (Panoramic),Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Urban Cruiser Hyryder,G 2WD CNG MT,1948000,₹19.48 Lakh,26.6,km/kg,45.0,3700.0,1462.0,87.0,121.5,175 kmph,205.0,,1.0,1.0,0,6,Compact SUV,CNG,26.6 km/kg,45 litres,"₹3,200 - ₹4,200",1462 cc,87 bhp @ 6000 rpm,121.5 Nm @ 3500 rpm,5-Speed Manual,FWD,205 mm,5,Yes (Panoramic),Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Urban Cruiser Hyryder,S Hybrid Aero (Petrol Hybrid),2045000,₹20.45 Lakh,27.97,kmpl,45.0,4500.0,1490.0,91.0,122.0,180 kmph,205.0,,0.0,1.0,1,6,Compact SUV,Hybrid (Petrol + Electric),27.97 kmpl,45 litres,"₹4,000 - ₹5,000",1490 cc,91 bhp @ 5500 rpm,122 Nm @ 4400-4800 rpm,5-Speed e-CVT (Automatic),FWD,205 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Level 1 ADAS,
Toyota,Urban Cruiser Hyryder,V 2WD Petrol AT,1960000,₹19.60 Lakh,20.58,kmpl,45.0,4000.0,1462.0,102.0,137.0,180 kmph,205.0,,1.0,1.0,0,6,Compact SUV,Petrol,20.58 kmpl,45 litres,"₹3,500 - ₹4,500",1462 cc,102 bhp @ 6000 rpm,137 Nm @ 4400 rpm,6-Speed Automatic (Torque Converter),FWD,205 mm,5,Yes (Panoramic),Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Urban Cruiser Hyryder,V Hybrid Dual Tone,2503000,₹25.03 Lakh,27.97,kmpl,45.0,4500.0,1490.0,91.0,122.0,180 kmph,205.0,,1.0,1.0,2,6,Compact SUV,Hybrid (Petrol + Electric),27.97 kmpl,45 litres,"₹4,000 - ₹5,000",1490 cc,91 bhp @ 5500 rpm,122 Nm @ 4400-4800 rpm,5-Speed e-CVT (Automatic),FWD,205 mm,5,Yes (Panoramic),Yes,"6 (Dual Front, Side Front, Curtain)",Level 2 ADAS,
Toyota,Urban Cruiser Hyryder,V AWD Petrol AT Dual Tone,2340000,₹23.40 Lakh,19.2,kmpl,45.0,4000.0,1462.0,102.0,137.0,180 kmph,205.0,,1.0,1.0,2,6,Compact SUV,Petrol,19.2 kmpl,45 litres,"₹3,500 - ₹4,500",1462 cc,102 bhp @ 6000 rpm,137 Nm @ 4400 rpm,6-Speed Automatic (Torque Converter),AWD,205 mm,5,Yes (Panoramic),Yes,"6 (Dual Front, Side Front, Curtain)",Level 2 ADAS,
Toyota,Vellfire,Hi 2.5 Petrol Hybrid AT,12800000,₹1.28 Crore,19.28,kmpl,75.0,13500.0,2487.0,190.0,240.0,195 kmph,160.0,,1.0,1.0,2,10,Premium MPV,Hybrid (Petrol + Electric),19.28 kmpl,75 litres,"₹12,000 - ₹15,000",2487 cc,190 bhp @ 5700 rpm,240 Nm @ 4400 rpm,CVT (Continuously Variable Transmission),FWD,160 mm,7-seater,Yes (Dual Panoramic),Yes,10 (Comprehensive coverage),Level 2 ADAS (Advanced Safety Suite),
Toyota,Vellfire,VIP 2.5 Petrol Hybrid AT,13800000,₹1.38 Crore,19.28,kmpl,75.0,13500.0,2487.0,190.0,240.0,195 kmph,160.0,,1.0,1.0,2,10,Premium MPV,Hybrid (Petrol + Electric),19.28 kmpl,75 litres,"₹12,000 - ₹15,000",2487 cc,190 bhp @ 5700 rpm,240 Nm @ 4400 rpm,CVT (Continuously Variable Transmission),FWD,160 mm,7-seater,Yes (Dual Panoramic),Yes,10 (Comprehensive coverage),Level 2 ADAS (Advanced Safety Suite),
Toyota,Land Cruiser 300,ZX 3.3 Diesel 4WD AT,26900000,₹2.69 Crore,11.0,kmpl,110.0,17500.0,3346.0,304.41,700.0,165 kmph,235.0,,1.0,1.0,1,10,Premium Large SUV,Diesel,11 kmpl,110 litres,"₹15,000 - ₹20,000",3346 cc,304.41 bhp @ 4000 rpm,700 Nm @ 1600-2600 rpm,10-Speed Automatic,AWD (Full-time 4WD),235 mm,5,Yes (Power Sunroof),Yes,10 (Comprehensive coverage),"Level 2 ADAS (Adaptive Cruise Control, Lane Keeping Assist, Forward Collision Warning)",
Toyota,Land Cruiser 300,GR-S 3.3 Diesel 4WD AT,28100000,₹2.81 Crore,11.0,kmpl,110.0,17500.0,3346.0,304.41,700.0,165 kmph,235.0,,1.0,1.0,2,10,Premium Large SUV,Diesel,11 kmpl,110 litres,"₹15,000 - ₹20,000",3346 cc,304.41 bhp @ 4000 rpm,700 Nm @ 1600-2600 rpm,10-Speed Automatic,AWD (Full-time 4WD),235 mm,5,Yes (Power Sunroof),Yes,10 (Comprehensive coverage),Level 2 ADAS (Complete Safety Suite),
Toyota,Innova Hycross,G Fleet 7-Seater Petrol CVT,1994000,₹19.94 Lakh,16.13,kmpl,55.0,5750.0,1987.0,172.99,188.0,185 kmph,200.0,,0.0,1.0,0,6,Premium Family MPV,Petrol,16.13 kmpl,55 litres,"₹5,000 - ₹6,500",1987 cc,172.99 bhp @ 6000 rpm,188 Nm @ 4400 rpm,CVT Automatic,FWD,200 mm,7-seater,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Innova Hycross,G Fleet 8-Seater Petrol CVT,1999000,₹19.99 Lakh,16.13,kmpl,55.0,5750.0,1987.0,172.99,188.0,185 kmph,200.0,,0.0,1.0,0,6,Premium Family MPV,Petrol,16.13 kmpl,55 litres,"₹5,000 - ₹6,500",1987 cc,172.99 bhp @ 6000 rpm,188 Nm @ 4400 rpm,CVT Automatic,FWD,200 mm,8-seater,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Innova Hycross,GX 7-Seater Petrol CVT,2130000,₹21.30 Lakh,16.13,kmpl,55.0,5750.0,1987.0,172.99,188.0,185 kmph,200.0,,1.0,1.0,0,6,Premium Family MPV,Petrol,16.13 kmpl,55 litres,"₹5,000 - ₹6,500",1987 cc,172.99 bhp @ 6000 rpm,188 Nm @ 4400 rpm,CVT Automatic,FWD,200 mm,7-seater,Yes (Sunroof),Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Innova Hycross,GX 8-Seater Petrol CVT,2116000,₹21.16 Lakh,16.13,kmpl,55.0,5750.0,1987.0,172.99,188.0,185 kmph,200.0,,1.0,1.0,0,6,Premium Family MPV,Petrol,16.13 kmpl,55 litres,"₹5,000 - ₹6,500",1987 cc,172.99 bhp @ 6000 rpm,188 Nm @ 4400 rpm,CVT Automatic,FWD,200 mm,8-seater,Yes (Sunroof),Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Innova Hycross,GX(O) 7-Seater Petrol CVT,2012000,₹20.12 Lakh,16.13,kmpl,55.0,5750.0,1987.0,172.99,188.0,185 kmph,200.0,,1.0,1.0,0,6,Premium Family MPV,Petrol,16.13 kmpl,55 litres,"₹5,000 - ₹6,500",1987 cc,172.99 bhp @ 6000 rpm,188 Nm @ 4400 rpm,CVT Automatic,FWD,200 mm,7-seater,Yes (Panoramic Sunroof),Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Innova Hycross,GX(O) 8-Seater Petrol CVT,2025000,₹20.25 Lakh,16.13,kmpl,55.0,5750.0,1987.0,172.99,188.0,185 kmph,200.0,,1.0,1.0,0,6,Premium Family MPV,Petrol,16.13 kmpl,55 litres,"₹5,000 - ₹6,500",1987 cc,172.99 bhp @ 6000 rpm,188 Nm @ 4400 rpm,CVT Automatic,FWD,200 mm,8-seater,Yes (Panoramic Sunroof),Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Innova Hycross,VX 7-Seater Hybrid CVT,2631000,₹26.31 Lakh,23.24,kmpl,55.0,6250.0,1987.0,183.72,209.0,185 kmph,200.0,,1.0,1.0,1,8,Premium Family MPV,Hybrid (Petrol + Electric),23.24 kmpl,55 litres,"₹5,500 - ₹7,000",1987 cc,183.72 bhp @ 5700 rpm,209 Nm @ 4400-4800 rpm,CVT Automatic (Hybrid),FWD,200 mm,7-seater,Yes (Panoramic Sunroof),Yes,"8 (Dual Front, Side Front, Side Rear, Curtain)",Level 1 ADAS,
Toyota,Innova Hycross,VX 8-Seater Hybrid CVT,2636000,₹26.36 Lakh,23.23,kmpl,55.0,6250.0,1987.0,183.72,209.0,185 kmph,200.0,,1.0,1.0,1,8,Premium Family MPV,Hybrid (Petrol + Electric),23.23 kmpl,55 litres,"₹5,500 - ₹7,000",1987 cc,183.72 bhp @ 5700 rpm,209 Nm @ 4400-4800 rpm,CVT Automatic (Hybrid),FWD,200 mm,8-seater,Yes (Panoramic Sunroof),Yes,"8 (Dual Front, Side Front, Side Rear, Curtain)",Level 1 ADAS,
Toyota,Innova Hycross,VX(O) 7-Seater Hybrid CVT,2829000,₹28.29 Lakh,23.24,kmpl,55.0,6250.0,1987.0,183.72,209.0,185 kmph,200.0,,1.0,1.0,2,8,Premium Family MPV,Hybrid (Petrol + Electric),23.24 kmpl,55 litres,"₹5,500 - ₹7,000",1987 cc,183.72 bhp @ 5700 rpm,209 Nm @ 4400-4800 rpm,CVT Automatic (Hybrid),FWD,200 mm,7-seater,Yes (Panoramic Sunroof),Yes,"8 (Dual Front, Side Front, Side Rear, Curtain)",Level 2 ADAS,
Toyota,Innova Hycross,VX(O) 8-Seater Hybrid CVT,2834000,₹28.34 Lakh,23.23,kmpl,55.0,6250.0,1987.0,183.72,209.0,185 kmph,200.0,,1.0,1.0,2,8,Premium Family MPV,Hybrid (Petrol + Electric),23.23 kmpl,55 litres,"₹5,500 - ₹7,000",1987 cc,183.72 bhp @ 5700 rpm,209 Nm @ 4400-4800 rpm,CVT Automatic (Hybrid),FWD,200 mm,8-seater,Yes (Panoramic Sunroof),Yes,"8 (Dual Front, Side Front, Side Rear, Curtain)",Level 2 ADAS,
Toyota,Innova Hycross,ZX 7-Seater Hybrid CVT,3070000,₹30.70 Lakh,23.24,kmpl,55.0,6250.0,1987.0,183.72,209.0,185 kmph,200.0,,1.0,1.0,2,8,Premium Family MPV,Hybrid (Petrol + Electric),23.24 kmpl,55 litres,"₹5,500 - ₹7,000",1987 cc,183.72 bhp @ 5700 rpm,209 Nm @ 4400-4800 rpm,CVT Automatic (Hybrid),FWD,200 mm,7-seater,Yes (Panoramic Sunroof),Yes,"8 (Dual Front, Side Front, Side Rear, Curtain)",Level 2 ADAS,
Toyota,Innova Hycross,ZX(O) 7-Seater Hybrid CVT (Top Model),3134000,₹31.34 Lakh,23.24,kmpl,55.0,6250.0,1987.0,183.72,209.0,185 kmph,200.0,,1.0,1.0,2,8,Premium Family MPV,Hybrid (Petrol + Electric),23.24 kmpl,55 litres,"₹5,500 - ₹7,000",1987 cc,183.72 bhp @ 5700 rpm,209 Nm @ 4400-4800 rpm,CVT Automatic (Hybrid),FWD,200 mm,7-seater,Yes (Panoramic Sunroof),Yes,"8 (Dual Front, Side Front, Side Rear, Curtain)",Level 2 ADAS (Complete Safety Suite),
Toyota,Hilux,STD 4x4 Diesel MT,3528000,₹35.28 Lakh,10.0,kmpl,80.0,9000.0,2755.0,201.15,500.0,170 kmph,220.0,,0.0,1.0,0,2,Pickup Truck,Diesel,10 kmpl,80 litres,"₹8,000 - ₹10,000",2755 cc,201.15 bhp @ 3000-3400 rpm,500 Nm @ 1600-2800 rpm,6-Speed Manual,4WD,220 mm,5,No,Yes,2 (Driver & Passenger Front),Not Available,
Toyota,Hilux,High 4x4 Diesel MT,4358000,₹43.58 Lakh,10.0,kmpl,80.0,9000.0,2755.0,201.15,500.0,170 kmph,220.0,,0.0,1.0,0,4,Pickup Truck,Diesel,10 kmpl,80 litres,"₹8,000 - ₹10,000",2755 cc,201.15 bhp @ 3000-3400 rpm,500 Nm @ 1600-2800 rpm,6-Speed Manual,4WD,220 mm,5,No,Yes,"4 (Dual Front, Side Front)",Not Available,
Toyota,Hilux,High 4x4 Diesel AT,4446000,₹44.46 Lakh,10.0,kmpl,80.0,9000.0,2755.0,201.15,500.0,170 kmph,220.0,,0.0,1.0,0,4,Pickup Truck,Diesel,10 kmpl,80 litres,"₹8,000 - ₹10,000",2755 cc,201.15 bhp @ 3000-3400 rpm,500 Nm @ 1600-2800 rpm,6-Speed Automatic (Torque Converter),4WD,220 mm,5,No,Yes,"4 (Dual Front, Side Front)",Not Available,
Toyota,Fortuner Legender,4x2 AT Diesel,4823000,₹48.23 Lakh,14.4,kmpl,80.0,7250.0,2755.0,201.0,500.0,190 kmph,220.0,,1.0,1.0,2,7,Premium Large SUV,Diesel,14.4 kmpl,80 litres,"₹6,500 - ₹8,000",2755 cc,201 bhp @ 3000-3420 rpm,500 Nm @ 1620-2820 rpm,6-Speed Automatic (Torque Converter),FWD (2WD),220 mm,7-seater,Yes (Power Sunroof),Yes,"7 (Dual Front, Side Front, Side Rear, Curtain)",Level 2 ADAS (available),
Toyota,Fortuner Legender,4x4 MT Diesel,5145000,₹51.45 Lakh,14.2,kmpl,80.0,7250.0,2755.0,201.0,500.0,190 kmph,220.0,,1.0,1.0,0,7,Premium Large SUV,Diesel,14.2 kmpl,80 litres,"₹6,500 - ₹8,000",2755 cc,201 bhp @ 3000-3420 rpm,500 Nm @ 1620-2820 rpm,6-Speed Manual,AWD (4WD),220 mm,7-seater,Yes (Power Sunroof),Yes,"7 (Dual Front, Side Front, Side Rear, Curtain)",Not Available,
Toyota,Fortuner Legender,4x4 AT NeoDrive 48V Mild Hybrid,5467000,₹54.67 Lakh,14.4,kmpl,80.0,7750.0,2755.0,201.0,500.0,190 kmph,220.0,,1.0,1.0,2,7,Premium Large SUV,Mild Hybrid (Diesel + Electric),14.4 kmpl,80 litres,"₹7,000 - ₹8,500",2755 cc,201 bhp @ 3000-3420 rpm,500 Nm @ 1620-2820 rpm,6-Speed Automatic (Torque Converter) with Paddle Shift,AWD (4WD),220 mm,7-seater,Yes (Power Sunroof),Yes,"7 (Dual Front, Side Front, Side Rear, Curtain)",Level 2 ADAS (Advanced),
Toyota,Rumion,S Petrol MT,1294000,₹12.94 Lakh,20.51,kmpl,45.0,4000.0,1462.0,103.0,137.0,166.75 kmph,185.0,,0.0,1.0,0,2,MUV,Petrol,20.51 kmpl,45 litres,"₹3,500 - ₹4,500",1462 cc,103 bhp @ 6000 rpm,137 Nm @ 4400 rpm,5-Speed Manual,FWD,185 mm,7-seater,No,Yes,2 (Dual Front),Not Available,
Toyota,Rumion,S CNG MT,1406000,₹14.06 Lakh,26.11,km/kg,60.0,3800.0,1462.0,87.0,121.5,160 kmph,185.0,,0.0,1.0,0,2,MUV,CNG,26.11 km/kg,60 litres (CNG Equivalent),"₹3,300 - ₹4,300",1462 cc,87 bhp @ 6000 rpm,121.5 Nm @ 3500 rpm,5-Speed Manual,FWD,185 mm,7-seater,No,Yes,2 (Dual Front),Not Available,
Toyota,Rumion,G Petrol MT,1431000,₹14.31 Lakh,20.51,kmpl,45.0,4000.0,1462.0,103.0,137.0,166.75 kmph,185.0,,0.0,1.0,0,4,MUV,Petrol,20.51 kmpl,45 litres,"₹3,500 - ₹4,500",1462 cc,103 bhp @ 6000 rpm,137 Nm @ 4400 rpm,5-Speed Manual,FWD,185 mm,7-seater,No,Yes,"4 (Dual Front, Side Front)",Not Available,
Toyota,Rumion,S Petrol AT,1471000,₹14.71 Lakh,20.11,kmpl,45.0,4000.0,1462.0,103.0,137.0,166.75 kmph,185.0,,0.0,1.0,0,4,MUV,Petrol,20.11 kmpl,45 litres,"₹3,500 - ₹4,500",1462 cc,103 bhp @ 6000 rpm,137 Nm @ 4400 rpm,6-Speed Torque Converter Automatic,FWD,185 mm,7-seater,No,Yes,"4 (Dual Front, Side Front)",Not Available,
Toyota,Rumion,V Petrol MT,1518000,₹15.18 Lakh,20.51,kmpl,45.0,4000.0,1462.0,103.0,137.0,166.75 kmph,185.0,,1.0,1.0,0,6,MUV,Petrol,20.51 kmpl,45 litres,"₹3,500 - ₹4,500",1462 cc,103 bhp @ 6000 rpm,137 Nm @ 4400 rpm,5-Speed Manual,FWD,185 mm,7-seater,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Rumion,G Petrol AT,1597000,₹15.97 Lakh,20.11,kmpl,45.0,4000.0,1462.0,103.0,137.0,166.75 kmph,185.0,,1.0,1.0,0,6,MUV,Petrol,20.11 kmpl,45 litres,"₹3,500 - ₹4,500",1462 cc,103 bhp @ 6000 rpm,137 Nm @ 4400 rpm,6-Speed Torque Converter Automatic,FWD,185 mm,7-seater,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Toyota,Rumion,V Petrol AT (Top Model),1683000,₹16.83 Lakh,20.11,kmpl,45.0,4000.0,1462.0,103.0,137.0,166.75 kmph,185.0,,1.0,1.0,0,6,MUV,Petrol,20.11 kmpl,45 litres,"₹3,500 - ₹4,500",1462 cc,103 bhp @ 6000 rpm,137 Nm @ 4400 rpm,6-Speed Torque Converter Automatic,FWD,185 mm,7-seater,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
